Year,index_nsa,Housing_Price,"City,.State",Population,Violent.Crimes,Homicides,Rapes,Robberies
1988,69.2725,6927250,"Milwaukee, WI",611140,5037,81,400,2111
1988,82.16,8216000,"Minneapolis, MN",364745,5500,55,460,2565
1988,83.4925,8349250,"Nashville, TN",502759,5290,79,464,1954
1988,107.5375,10753750,"Newark, NJ",319191,9733,115,522,4424
1988,82.86,8286000,"Oakland, CA",367782,6049,112,498,3141
1988,77.9325,7793250,"Omaha, NE",377958,2774,28,216,710
1988,90.1825,9018250,"Orlando, FL",155673,3587,28,289,1229
1988,93.275,9327500,"Philadelphia, PA",1657285,17082,374,912,8858
1988,91.7525,9175250,"Mesa, AZ",267642,1396,11,119,261
1988,91.7525,9175250,"Phoenix, AZ",951717,8477,106,445,2518
1988,75.1825,7518250,"Pittsburgh, PA",387190,4118,19,234,2537
1988,54.29,5429000,"Portland, OR",387659,8686,45,372,3632
1988,80.1925,8019250,"Raleigh, NC",188308,1177,11,65,335
1988,78.225,7822500,"Sacramento, CA",340483,3582,68,188,1612
1988,60.74,6074000,"Seattle, WA",505380,6879,56,439,2709
1988,78.53,7853000,"Tucson, AZ",383174,3527,31,281,768
1988,84.8575,8485750,"Tulsa, OK",373602,3462,35,260,1008
1988,90.1,9010000,"Washington, DC",620000,11913,369,165,5689
1988,86.55,8655000,"Wichita, KS",292733,1655,15,238,628
1989,75.98,7598000,"Albuquerque, NM",384801,4696,41,178,1032
1989,91.2525,9125250,"Atlanta, GA",426482,16852,246,691,6796
1989,73.47,7347000,"Austin, TX",468907,2605,31,235,1019
1989,91.1225,9112250,"Baltimore, MD",763138,15618,262,541,7966
1989,111.895,11189500,"Boston, MA",580095,12919,99,483,5866
1989,86.47,8647000,"Buffalo, NY",314284,4479,37,268,1829
1989,86.51,8651000,"Charlotte, NC",372612,7640,73,325,2369
1989,80.74,8074000,"Chicago, IL",2988260,73590,742,3645,31588
1989,81.72,8172000,"Cincinnati, OH",372282,3690,45,351,1428
1989,77.5925,7759250,"Cleveland, OH",523906,7965,144,837,4045
1989,80.2725,8027250,"Columbus, OH",572341,5986,90,543,3127
1989,94.755,9475500,"Dallas, TX",996320,21228,351,1185,9442
1989,70.92,7092000,"Aurora, CO",219780,2859,7,120,378
1989,70.92,7092000,"Denver, CO",494589,3572,55,325,1267
1989,78.6775,7867750,"Detroit, MI",1039599,24956,624,1424,11902
1989,93.645,9364500,"Arlington, TX",259796,1550,11,88,552
1989,84.3825,8438250,"Fresno, CA",315218,4289,42,234,1525
1989,72.7025,7270250,"Honolulu, HI",848959,2165,43,269,809
1989,89.0175,8901750,"Houston, TX",1713499,19528,459,1152,9820
1989,82.53,8253000,"Indianapolis, IN",484056,5859,41,483,1806
1989,91.51,9151000,"Jacksonville, FL",654737,9449,165,609,3940
1989,89.535,8953500,"Memphis, TN",651081,8030,141,781,3781
1989,80.66,8066000,"Miami, FL",381206,14093,132,285,7289
1989,73.6825,7368250,"Milwaukee, WI",600898,4270,112,461,2415
1989,84.5,8450000,"Minneapolis, MN",348384,5367,46,462,2524
1989,83.57,8357000,"Nashville, TN",501398,5230,69,478,1608
1989,105.7275,10572750,"Newark, NJ",313839,10340,107,376,5310
1989,101.0025,10100250,"Oakland, CA",366305,5555,129,442,3224
1989,79.365,7936500,"Omaha, NE",355110,2751,23,188,639
1989,93.745,9374500,"Orlando, FL",160197,3343,19,176,1189
1989,99.0275,9902750,"Philadelphia, PA",1652188,18054,475,784,10233
1989,90.1175,9011750,"Mesa, AZ",285883,1400,10,85,213
1989,90.1175,9011750,"Phoenix, AZ",941948,8481,126,399,2615
1989,79.895,7989500,"Pittsburgh, PA",376412,4579,31,219,2471
1989,58.4225,5842250,"Portland, OR",425788,8052,38,415,2667
1989,81.6,8160000,"Raleigh, NC",189132,1248,15,102,380
1989,89.9325,8993250,"Sacramento, CA",347172,3658,44,187,1654
1989,70.65,7065000,"Seattle, WA",514398,6878,38,478,2448
1989,93.38,9338000,"Tampa, FL",289463,7910,57,175,3137
1989,78.945,7894500,"Tucson, AZ",393319,3187,40,235,686
1989,85.7375,8573750,"Tulsa, OK",366297,4350,32,307,1416
1989,99.365,9936500,"Washington, DC",604000,12936,434,186,6541
1989,86.3925,8639250,"Wichita, KS",297391,2302,29,265,970
1990,75.645,7564500,"Albuquerque, NM",384736,5121,34,222,1030
1990,91.305,9130500,"Atlanta, GA",394017,16097,231,695,6109
1990,72.84,7284000,"Austin, TX",465622,3326,46,280,1461
1990,95.445,9544500,"Baltimore, MD",736014,17942,305,687,9477
1990,107.365,10736500,"Boston, MA",574283,13664,143,539,6022
1990,92.4625,9246250,"Buffalo, NY",328123,5275,37,355,2172
1990,88.4175,8841750,"Charlotte, NC",395934,9119,93,384,3208
1990,85.09,8509000,"Chicago, IL",2783726,82728,851,3607,37156
1990,84.7975,8479750,"Cincinnati, OH",364040,4476,49,388,1613
1990,82.29,8229000,"Cleveland, OH",505616,9190,168,846,4917
1990,83.255,8325500,"Columbus, OH",632910,7022,89,647,3541
1990,94.8725,9487250,"Dallas, TX",1006877,24550,447,1344,10565
1990,72.1,7210000,"Aurora, CO",222103,3191,8,170,397
1990,72.1,7210000,"Denver, CO",467610,4205,67,375,1312
1990,83.675,8367500,"Detroit, MI",1027974,27747,582,1657,13010
1990,94.0875,9408750,"Arlington, TX",261721,1876,8,139,586
1990,92.5975,9259750,"Fresno, CA",354202,4399,66,258,1592
1990,91.165,9116500,"Honolulu, HI",836231,2412,34,278,889
1990,92.82,9282000,"Houston, TX",1630553,22637,568,1335,12921
1990,85.4025,8540250,"Indianapolis, IN",483549,6224,58,541,1642
1990,91.6425,9164250,"Jacksonville, FL",636680,11654,176,704,3963
1990,89.445,8944500,"Memphis, TN",610337,9082,195,831,4152
1990,83.26,8326000,"Miami, FL",358548,15607,129,299,8172
1990,78.0675,7806750,"Milwaukee, WI",628100,6282,155,495,4146
1990,86.0125,8601250,"Minneapolis, MN",368383,4695,55,615,2558
1990,83.5325,8353250,"Nashville, TN",499565,6886,67,553,2164
1990,100.69,10069000,"Newark, NJ",275221,10684,112,326,6021
1990,109.8475,10984750,"Oakland, CA",372242,5845,146,517,3230
1990,82.2325,8223250,"Omaha, NE",335795,3140,12,217,604
1990,96.06,9606000,"Orlando, FL",164693,4109,30,181,1449
1990,102.005,10200500,"Philadelphia, PA",1585577,21387,503,734,12806
1990,87.77,8777000,"Mesa, AZ",288091,1724,9,95,275
1990,87.77,8777000,"Phoenix, AZ",983403,10665,128,512,3383
1990,84.5375,8453750,"Pittsburgh, PA",369879,5017,35,302,2319
1990,67.33,6733000,"Portland, OR",437319,7836,33,424,2541
1990,82.94,8294000,"Raleigh, NC",207951,1179,24,96,388
1990,109.79,10979000,"Sacramento, CA",369365,3978,43,211,1790
1990,89.79,8979000,"Seattle, WA",516259,7780,53,481,2695
1990,94.2175,9421750,"Tampa, FL",280015,9314,62,366,3163
1990,79.3975,7939750,"Tucson, AZ",405390,3680,30,290,902
1990,85.9325,8593250,"Tulsa, OK",367302,4898,57,382,1539
1990,101.5425,10154250,"Washington, DC",606900,14919,472,303,7365
1990,87.16,8716000,"Wichita, KS",304011,2189,18,321,1079
1991,89.06375,8906375,"Albuquerque, NM",393148,5591,51,261,1307
1991,98.150625,9815062.5,"Atlanta, GA",403085,16327,205,676,6479
1991,93.57083333,9357083.333,"Austin, TX",475558,2968,49,276,1555
1991,99.94916667,9994916.667,"Baltimore, MD",748099,19032,304,701,10770
1991,99.46166667,9946166.667,"Boston, MA",572454,11829,113,486,4784
1991,98.5175,9851750,"Buffalo, NY",329353,6042,50,319,2705
1991,97.29416667,9729416.667,"Charlotte, NC",402618,8760,114,407,2899
1991,98.218125,9821812.5,"Chicago, IL",2811478,90520,925,3575,43783
1991,96.90666667,9690666.667,"Cincinnati, OH",367123,5794,54,478,2315
1991,97.13333333,9713333.333,"Cleveland, OH",509898,9341,175,913,5132
1991,96.35166667,9635166.667,"Columbus, OH",638533,7221,138,650,3747
1991,98.66333333,9866333.333,"Dallas, TX",1028362,26411,500,1208,11254
1991,92.57166667,9257166.667,"Aurora, CO",227670,3746,11,184,564
1991,92.57166667,9257166.667,"Denver, CO",479468,5034,88,427,1635
1991,96.8575,9685750,"Detroit, MI",1036246,28262,615,1427,13569
1991,98.2775,9827750,"Arlington, TX",267306,2108,26,166,700
1991,101.355,10135500,"Fresno, CA",361580,4608,52,282,2182
1991,99.37625,9937625,"Honolulu, HI",856432,2058,29,275,860
1991,99.08666667,9908666.667,"Houston, TX",1665756,26651,608,1213,13883
1991,96.60166667,9660166.667,"Indianapolis, IN",489392,7072,95,561,2001
1991,98.36666667,9836666.667,"Jacksonville, FL",653515,10645,119,716,3846
1991,95.705,9570500,"Memphis, TN",619981,8818,169,653,4504
1991,96.99375,9699375,"Miami, FL",367945,15420,125,236,8477
1991,95.7075,9570750,"Milwaukee, WI",636342,6228,163,502,4252
1991,95.9925,9599250,"Minneapolis, MN",373303,5889,64,744,2610
1991,94.77833333,9477833.333,"Nashville, TN",507328,7989,88,514,2648
1991,99.515,9951500,"Newark, NJ",276510,9402,88,244,5201
1991,101.933125,10193312.5,"Oakland, CA",379995,9484,149,460,3933
1991,93.4375,9343750,"Omaha, NE",338987,3242,35,207,634
1991,99.2525,9925250,"Orlando, FL",169009,2011,10,81,759
1991,101.4725,10147250,"Philadelphia, PA",1596699,22451,440,904,13921
1991,97.398125,9739812.5,"Mesa, AZ",294754,2058,15,156,389
1991,97.398125,9739812.5,"Phoenix, AZ",995895,11010,128,480,3448
1991,97.00833333,9700833.333,"Pittsburgh, PA",372349,4294,36,300,2704
1991,94.27083333,9427083.333,"Portland, OR",449671,8121,53,464,2723
1991,92.3975,9239750,"Raleigh, NC",211350,1761,25,120,652
1991,105.3283333,10532833.33,"Sacramento, CA",377058,4896,66,221,2280
1991,98.7925,9879250,"Seattle, WA",532418,7221,43,398,2761
1991,99.23125,9923125,"Tampa, FL",287354,10030,56,335,3010
1991,91.07,9107000,"Tucson, AZ",414766,3896,24,332,889
1991,94.465,9446500,"Tulsa, OK",370735,4923,42,414,1469
1991,100.4416667,10044166.67,"Washington, DC",598000,14665,482,214,7265
1991,94.4525,9445250,"Wichita, KS",306339,2672,24,284,1404
1992,94.14375,9414375,"Albuquerque, NM",401529,6168,42,294,1460
1992,99.81625,9981625,"Atlanta, GA",410876,15856,198,627,5824
1992,101.615,10161500,"Austin, TX",483975,2850,37,294,1450
1992,102.3325,10233250,"Baltimore, MD",755517,21799,335,749,12263
1992,98.34083333,9834083.333,"Boston, MA",572822,11672,73,537,4765
1992,102.71,10271000,"Buffalo, NY",330466,6367,76,346,2998
1992,99.4,9940000,"Charlotte, NC",408951,9456,99,361,3058
1992,102.28125,10228125,"Chicago, IL",2832901,84242,960,3754,38448
1992,101.0625,10106250,"Cincinnati, OH",369707,5793,49,486,2294
1992,102.3066667,10230666.67,"Cleveland, OH",513487,8532,157,854,4423
1992,100.4216667,10042166.67,"Columbus, OH",643028,7029,113,684,3585
1992,99.66,9966000,"Dallas, TX",1046562,21682,387,1096,9532
1992,99.19166667,9919166.667,"Aurora, CO",233939,4064,16,182,672
1992,99.19166667,9919166.667,"Denver, CO",492672,5303,95,437,1804
1992,100.5758333,10057583.33,"Detroit, MI",1044128,26447,595,1225,12194
1992,99.01416667,9901416.667,"Arlington, TX",272037,2056,16,146,725
1992,104.0675,10406750,"Fresno, CA",367376,5363,81,203,3094
1992,100.14375,10014375,"Honolulu, HI",875297,2382,31,326,1013
1992,101.8833333,10188333.33,"Houston, TX",1695239,24837,465,1169,11130
1992,100.1125,10011250,"Indianapolis, IN",493928,6814,88,541,2157
1992,100.305,10030500,"Jacksonville, FL",663899,11548,123,713,3614
1992,98.08375,9808375,"Memphis, TN",628865,9764,176,688,5341
1992,100.089375,10008937.5,"Miami, FL",373791,13945,128,272,7065
1992,101.885,10188500,"Milwaukee, WI",643017,6332,146,523,4334
1992,98.67083333,9867083.333,"Minneapolis, MN",377345,6199,60,600,3075
1992,97.15583333,9715583.333,"Nashville, TN",514771,8382,90,498,2668
1992,101.6983333,10169833.33,"Newark, NJ",277544,9715,87,313,5389
1992,100.81375,10081375,"Oakland, CA",386086,10140,165,418,4610
1992,98.86125,9886125,"Omaha, NE",341753,2207,11,166,400
1992,100.3716667,10037166.67,"Orlando, FL",171694,3232,13,140,808
1992,102.8891667,10288916.67,"Philadelphia, PA",1603638,19103,425,817,11681
1992,99.25125,9925125,"Mesa, AZ",301200,2054,9,119,295
1992,99.25125,9925125,"Phoenix, AZ",999900,10907,136,476,3140
1992,102,10200000,"Pittsburgh, PA",373842,4495,44,221,2989
1992,102.7458333,10274583.33,"Portland, OR",458132,8389,46,490,2686
1992,94.9025,9490250,"Raleigh, NC",214674,2171,19,120,887
1992,102.2958333,10229583.33,"Sacramento, CA",383102,4674,45,237,2322
1992,100.7791667,10077916.67,"Seattle, WA",544940,7327,60,353,2577
1992,100.669375,10066937.5,"Tampa, FL",291920,9864,49,303,2999
1992,94.4425,9444250,"Tucson, AZ",423836,4327,42,386,970
1992,96.48375,9648375,"Tulsa, OK",375053,5008,33,368,1344
1992,101.0983333,10109833.33,"Washington, DC",589000,16680,443,215,7456
1992,97.535,9753500,"Wichita, KS",309955,2754,29,255,1340
1993,101.35375,10135375,"Albuquerque, NM",407286,6696,50,259,1552
1993,102.1225,10212250,"Atlanta, GA",402877,16281,203,492,6045
1993,113.1016667,11310166.67,"Austin, TX",502018,3011,37,271,1555
1993,102.7066667,10270666.67,"Baltimore, MD",732968,21945,353,668,12376
1993,97.95666667,9795666.667,"Boston, MA",553870,10843,98,480,4081
1993,104.83,10483000,"Buffalo, NY",324855,6041,76,295,2898
1993,101.4116667,10141166.67,"Charlotte, NC",422862,9725,122,356,3227
1993,105.99625,10599625,"Chicago, IL",2788996,79183,862,3379,35189
1993,105.26,10526000,"Cincinnati, OH",366591,5621,39,449,2327
1993,106.5083333,10650833.33,"Cleveland, OH",505730,8310,167,834,4297
1993,104.7075,10470750,"Columbus, OH",646933,7146,105,658,3887
1993,101.3891667,10138916.67,"Dallas, TX",1042619,18176,317,1000,7420
1993,108.7866667,10878666.67,"Aurora, CO",246610,4457,19,166,740
1993,108.7866667,10878666.67,"Denver, CO",498402,5252,74,393,1863
1993,102.9058333,10290583.33,"Detroit, MI",1020062,28358,579,1189,13591
1993,101.2475,10124750,"Arlington, TX",281336,2259,7,146,710
1993,103.61875,10361875,"Fresno, CA",379977,5511,87,216,2879
1993,101.0575,10105750,"Honolulu, HI",875455,2501,31,286,1085
1993,103.6908333,10369083.33,"Houston, TX",1724327,25069,446,1109,10772
1993,104.08,10408000,"Indianapolis, IN",377723,6292,68,517,2050
1993,103.0608333,10306083.33,"Jacksonville, FL",672310,11417,125,699,3604
1993,100.41,10041000,"Memphis, TN",618981,10113,198,725,5366
1993,106.64125,10664125,"Miami, FL",372519,14502,127,204,7082
1993,108.4991667,10849916.67,"Milwaukee, WI",623114,6014,157,424,4022
1993,102.5216667,10252166.67,"Minneapolis, MN",366642,6481,58,518,3178
1993,100.9175,10091750,"Nashville, TN",513648,9164,87,577,2709
1993,103.2358333,10323583.33,"Newark, NJ",269892,10222,96,257,5892
1993,97.89,9789000,"Oakland, CA",377037,9809,154,353,4559
1993,103.74375,10374375,"Omaha, NE",341499,3899,32,209,752
1993,101.7191667,10171916.67,"Orlando, FL",176748,4140,15,209,1107
1993,102.3658333,10236583.33,"Philadelphia, PA",1559534,19576,439,785,11531
1993,101.99,10199000,"Mesa, AZ",304695,2335,6,111,410
1993,101.99,10199000,"Phoenix, AZ",1039369,11911,158,444,3437
1993,106.6583333,10665833.33,"Pittsburgh, PA",368473,4479,80,226,2784
1993,111.4875,11148750,"Portland, OR",454889,8445,58,479,2305
1993,98.585,9858500,"Raleigh, NC",224057,2030,27,94,795
1993,97.0425,9704250,"Sacramento, CA",386732,4850,85,167,2310
1993,102.5883333,10258833.33,"Seattle, WA",531274,7437,67,356,2670
1993,102.10875,10210875,"Tampa, FL",288877,9379,43,247,2965
1993,99.695,9969500,"Tucson, AZ",426344,4363,44,314,894
1993,101.31375,10131375,"Tulsa, OK",378350,4921,54,339,1143
1993,100.6858333,10068583.33,"Washington, DC",578000,16888,454,324,7107
1993,102.305,10230500,"Wichita, KS",313597,2743,48,265,1327
1994,113.365,11336500,"Albuquerque, NM",416917,6707,45,288,1434
1994,105.58625,10558625,"Atlanta, GA",411204,14684,191,422,5343
1994,123.4066667,12340666.67,"Austin, TX",511676,3249,37,249,1542
1994,103.3375,10333750,"Baltimore, MD",739180,20951,321,637,11275
1994,99.48,9948000,"Boston, MA",556724,10664,85,453,4245
1994,104.96,10496000,"Buffalo, NY",324354,6890,90,280,3269
1994,105.7,10570000,"Charlotte, NC",527121,9102,87,350,2713
1994,110.499375,11049937.5,"Chicago, IL",2802494,78291,938,3048,33925
1994,109.8258333,10982583.33,"Cincinnati, OH",366953,4855,38,382,2131
1994,111.5591667,11155916.67,"Cleveland, OH",506230,7744,132,749,3924
1994,110.0241667,11002416.67,"Columbus, OH",647860,6761,100,679,3599
1994,103.3033333,10330333.33,"Dallas, TX",1062677,16886,295,957,7077
1994,120.8241667,12082416.67,"Aurora, CO",252833,3661,15,147,623
1994,120.8241667,12082416.67,"Denver, CO",511085,4706,81,366,1714
1994,107.6525,10765250,"Detroit, MI",1022283,27471,541,1116,12772
1994,104.11,10411000,"Arlington, TX",286748,2443,18,144,654
1994,101.9075,10190750,"Fresno, CA",382655,6199,84,192,2810
1994,101.19625,10119625,"Honolulu, HI",880687,2528,35,266,1058
1994,104.6833333,10468333.33,"Houston, TX",1758016,22986,375,931,9981
1994,107.9341667,10793416.67,"Indianapolis, IN",380302,6467,108,483,2454
1994,105.385,10538500,"Jacksonville, FL",685776,10423,106,648,3427
1994,104.02625,10402625,"Memphis, TN",628375,9855,159,695,4988
1994,112.885,11288500,"Miami, FL",379980,12971,116,221,5841
1994,115.9533333,11595333.33,"Milwaukee, WI",628737,6562,139,429,4017
1994,107.3008333,10730083.33,"Minneapolis, MN",370834,7074,62,578,3444
1994,107.5191667,10751916.67,"Nashville, TN",521301,9375,73,508,2652
1994,104.9191667,10491916.67,"Newark, NJ",271025,10409,96,207,5775
1994,96.065,9606500,"Oakland, CA",379695,8330,140,323,3877
1994,109.47375,10947375,"Omaha, NE",344975,3930,33,217,918
1994,102.1941667,10219416.67,"Orlando, FL",180288,4109,17,144,1095
1994,101.24,10124000,"Philadelphia, PA",1560576,20638,404,721,12706
1994,107.95,10795000,"Mesa, AZ",315456,2364,17,120,407
1994,107.95,10795000,"Phoenix, AZ",1076108,11627,231,438,3451
1994,109.74,10974000,"Pittsburgh, PA",368594,4105,64,261,2469
1994,122.78,12278000,"Portland, OR",463072,8808,50,400,2344
1994,106.59375,10659375,"Raleigh, NC",228090,2170,30,89,825
1994,93.335,9333500,"Sacramento, CA",389458,4698,62,174,2292
1994,106.4916667,10649166.67,"Seattle, WA",540268,6538,69,318,2536
1994,103.930625,10393062.5,"Tampa, FL",294663,10262,62,298,3378
1994,109.2025,10920250,"Tucson, AZ",441402,4882,37,289,1012
1994,105.07625,10507625,"Tulsa, OK",381640,4639,42,296,1071
1994,100.9175,10091750,"Washington, DC",570000,15177,399,249,6311
1994,106.9825,10698250,"Wichita, KS",316629,2350,42,224,1060
1995,120.21375,12021375,"Albuquerque, NM",419714,4735,53,296,1623
1995,109.779375,10977937.5,"Atlanta, GA",404337,14744,184,441,5260
1995,127.6325,12763250,"Austin, TX",523691,4050,46,308,1336
1995,103.9008333,10390083.33,"Baltimore, MD",712209,21492,322,683,11353
1995,101.805,10180500,"Boston, MA",550715,9569,96,379,3597
1995,104.6625,10466250,"Buffalo, NY",312395,6333,62,261,2836
1995,110.26,11026000,"Charlotte, NC",544146,9228,89,366,2949
1995,113.549375,11354937.5,"Chicago, IL",2749811,73011,824,2896,30086
1995,113.1233333,11312333.33,"Cincinnati, OH",359749,4640,50,408,2155
1995,116.5516667,11655166.67,"Cleveland, OH",495074,8150,129,689,4224
1995,115.1391667,11513916.67,"Columbus, OH",638729,6624,77,636,3329
1995,105.2175,10521750,"Dallas, TX",1042088,15969,276,852,5899
1995,129.4708333,12947083.33,"Aurora, CO",256957,1958,18,138,549
1995,129.4708333,12947083.33,"Denver, CO",505843,4357,81,320,1413
1995,115.9083333,11590833.33,"Detroit, MI",997297,24011,475,1104,10076
1995,106.5291667,10652916.67,"Arlington, TX",292324,2576,9,154,521
1995,99.915,9991500,"Fresno, CA",388495,5659,71,212,2166
1995,98.76125,9876125,"Honolulu, HI",880266,2882,38,217,1371
1995,105.2708333,10527083.33,"Houston, TX",1734335,22260,316,837,9222
1995,112.3358333,11233583.33,"Indianapolis, IN",373973,5707,82,381,2086
1995,108.325,10832500,"Jacksonville, FL",679148,9596,86,625,2920
1995,109.00625,10900625,"Memphis, TN",623902,11039,181,785,5779
1995,116.913125,11691312.5,"Miami, FL",378720,12927,110,198,5676
1995,119.785,11978500,"Milwaukee, WI",622467,6737,138,370,3650
1995,111.885,11188500,"Minneapolis, MN",357709,7076,96,578,3550
1995,115.6825,11568250,"Nashville, TN",523681,9376,105,487,2675
1995,104.8358333,10483583.33,"Newark, NJ",260232,10371,102,216,5480
1995,94.453125,9445312.5,"Oakland, CA",368771,8323,138,325,3880
1995,114.9325,11493250,"Omaha, NE",348089,3585,27,80,808
1995,103.3,10330000,"Orlando, FL",179649,3772,19,141,1048
1995,100.4433333,10044333.33,"Philadelphia, PA",1529848,21860,432,773,13612
1995,114.614375,11461437.5,"Mesa, AZ",324654,2638,17,128,507
1995,114.614375,11461437.5,"Phoenix, AZ",1085706,11590,214,411,3693
1995,111.0766667,11107666.67,"Pittsburgh, PA",354780,3474,58,243,2077
1995,133.9858333,13398583.33,"Portland, OR",458623,8833,43,426,2298
1995,112.96125,11296125,"Raleigh, NC",240891,2039,18,104,648
1995,90.805,9080500,"Sacramento, CA",375845,4280,57,158,2129
1995,108.775,10877500,"Seattle, WA",529526,4904,41,260,2213
1995,106.116875,10611687.5,"Tampa, FL",289882,8735,47,277,2626
1995,115.06,11506000,"Tucson, AZ",449981,5427,65,292,1192
1995,108.2925,10829250,"Tulsa, OK",377152,4359,30,255,947
1995,100.3091667,10030916.67,"Washington, DC",554000,14745,361,292,6864
1995,110.5275,11052750,"Wichita, KS",311675,2185,41,203,895
1996,122.6775,12267750,"Albuquerque, NM",426736,6267,70,375,1998
1996,114.678125,11467812.5,"Atlanta, GA",413123,13699,196,392,4805
1996,132.2191667,13221916.67,"Austin, TX",537484,3821,40,270,1376
1996,105.2416667,10524166.67,"Baltimore, MD",716446,19509,330,641,10393
1996,106.3666667,10636666.67,"Boston, MA",552519,9154,59,414,3470
1996,105.155,10515500,"Buffalo, NY",313238,4524,56,269,2623
1996,116.0658333,11606583.33,"Charlotte, NC",554070,8915,71,306,2594
1996,116.70625,11670625,"Chicago, IL",2754118,67498,789,2752,26860
1996,117.585,11758500,"Cincinnati, OH",360457,3921,32,315,1774
1996,121.895,12189500,"Cleveland, OH",496049,7631,103,643,4062
1996,120.3016667,12030166.67,"Columbus, OH",640297,6216,89,571,3318
1996,108.655,10865500,"Dallas, TX",1060585,16280,217,740,6122
1996,137.0141667,13701416.67,"Aurora, CO",262168,1629,11,193,559
1996,137.0141667,13701416.67,"Denver, CO",516224,3832,64,358,1327
1996,126.8433333,12684333.33,"Detroit, MI",1002299,23239,428,1119,9504
1996,109.9991667,10999916.67,"Arlington, TX",298632,2478,17,156,618
1996,99.15,9915000,"Fresno, CA",392049,5461,69,216,2087
1996,92.6325,9263250,"Honolulu, HI",878044,2748,27,222,1421
1996,107.6316667,10763166.67,"Houston, TX",1772143,22456,261,1002,8276
1996,116.6258333,11662583.33,"Indianapolis, IN",376531,7418,114,424,2600
1996,112.1791667,11217916.67,"Jacksonville, FL",690367,9765,85,681,2792
1996,113.8575,11385750,"Memphis, TN",631626,12535,161,789,5970
1996,120.736875,12073687.5,"Miami, FL",384976,11990,124,201,5139
1996,123.5541667,12355416.67,"Milwaukee, WI",627139,5974,130,281,3353
1996,117.5316667,11753166.67,"Minneapolis, MN",361595,6808,83,516,3242
1996,121.74,12174000,"Nashville, TN",530059,10021,89,487,2910
1996,105.4716667,10547166.67,"Newark, NJ",261909,8761,92,179,4219
1996,94.3975,9439750,"Oakland, CA",372145,8168,93,322,3622
1996,121.98,12198000,"Omaha, NE",350607,4742,27,207,782
1996,105.2633333,10526333.33,"Orlando, FL",182616,4002,13,165,1080
1996,100.8516667,10085166.67,"Philadelphia, PA",1528403,20190,420,644,13188
1996,121.101875,12110187.5,"Mesa, AZ",340818,2459,18,110,506
1996,121.101875,12110187.5,"Phoenix, AZ",1139793,10529,186,460,3757
1996,113.4091667,11340916.67,"Pittsburgh, PA",354308,2850,47,206,1565
1996,145.3575,14535750,"Portland, OR",467906,7835,51,402,2057
1996,117.1875,11718750,"Raleigh, NC",245176,2109,25,90,732
1996,89.38,8938000,"Sacramento, CA",379283,3707,43,154,1874
1996,112.6166667,11261666.67,"Seattle, WA",539591,4543,37,261,1963
1996,108.715,10871500,"Tampa, FL",294670,8689,43,264,2671
1996,119.155,11915500,"Tucson, AZ",472385,5199,46,282,1288
1996,112.19875,11219875,"Tulsa, OK",379798,4428,31,304,868
1996,100.6091667,10060916.67,"Washington, DC",543000,13411,397,260,6444
1996,113.5225,11352250,"Wichita, KS",312706,2372,24,227,823
1997,123.53875,12353875,"Albuquerque, NM",431027,5677,49,270,1729
1997,119.908125,11990812.5,"Atlanta, GA",420865,12830,150,366,4751
1997,133.44,13344000,"Austin, TX",546223,3527,40,283,1284
1997,106.0158333,10601583.33,"Baltimore, MD",719587,17416,312,480,8629
1997,111.8883333,11188833.33,"Boston, MA",555024,7886,43,350,2728
1997,104.3225,10432250,"Buffalo, NY",312411,4013,46,230,2195
1997,121.85,12185000,"Charlotte, NC",562005,9165,59,345,2716
1997,119.2325,11923250,"Chicago, IL",2765852,65110,757,2545,25289
1997,125.5216667,12552166.67,"Cleveland, OH",496624,7244,77,638,3837
1997,124.4466667,12444666.67,"Columbus, OH",641338,5987,84,696,3104
1997,111.9025,11190250,"Dallas, TX",1077829,14915,209,744,5626
1997,145.5641667,14556416.67,"Aurora, CO",266967,1658,17,223,501
1997,145.5641667,14556416.67,"Denver, CO",525793,3535,69,356,1253
1997,138.03,13803000,"Detroit, MI",1021412,21976,469,968,8208
1997,112.635,11263500,"Arlington, TX",303487,2420,12,127,527
1997,97.67875,9767875,"Fresno, CA",396843,4782,60,192,1794
1997,85.2875,8528750,"Honolulu, HI",880272,2636,34,257,1214
1997,110.4233333,11042333.33,"Houston, TX",1801370,21157,254,790,8146
1997,119.7866667,11978666.67,"Indianapolis, IN",378014,7852,118,383,2750
1997,116.385,11638500,"Jacksonville, FL",702545,9437,75,606,2369
1997,118.73375,11873375,"Memphis, TN",637492,11836,138,938,5240
1997,122.939375,12293937.5,"Miami, FL",391766,11018,98,189,4517
1997,127.2391667,12723916.67,"Milwaukee, WI",628507,6618,122,307,3553
1997,123.1383333,12313833.33,"Minneapolis, MN",363932,6733,58,536,3308
1997,127.7525,12775250,"Nashville, TN",531908,9291,112,550,2583
1997,107.3658333,10736583.33,"Newark, NJ",264270,7227,57,170,3442
1997,98.60375,9860375,"Oakland, CA",376696,8229,99,306,3482
1997,128.8875,12888750,"Omaha, NE",351745,4873,31,176,818
1997,107.9308333,10793083.33,"Orlando, FL",185837,4240,14,174,1262
1997,100.9275,10092750,"Philadelphia, PA",1524409,19204,418,650,11938
1997,126.845625,12684562.5,"Mesa, AZ",350592,2554,13,126,450
1997,126.845625,12684562.5,"Phoenix, AZ",1172538,10376,175,428,3725
